SeniorCitizen,tenure,MonthlyCharges,TotalCharges,AvgMonthlySpend,TotalServices,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
0,-0.2659358556996588,-0.1809112257968886,-0.3455982303573921,-0.22969753524442954,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.9168352151234709,-0.34390431550817646,0.3035068658903302,-0.3560324585725196,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.7553583677644021,-1.4915087226590795,-0.8784088228527188,-1.442543468476874,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,1.5693985645431285,0.5874847685563245,1.5627831055931003,0.5722296890191276,5,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,1.2839020991720282,0.5442417039390443,1.4458268349377132,0.7327900653252958,5,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
0,-1.0408548331355023,0.19497079741485634,-0.8115703656505643,-0.016241314316269802,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
0,0.9984056338009281,0.3130576277158912,0.8276483119564666,0.2719887876880363,5,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0
0,-0.7961435771031307,0.9716827657329311,-0.4741574807118992,0.9487746235477148,3,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0,-1.2039956704904167,-1.170512127615421,-0.9699973622267603,-1.1379278277161367,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1.6101837738818572,1.4905995411402961,2.474168484393171,1.4856260159097867,5,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0.30505707504254176,1.0465265314166856,0.716934709085967,1.0938968009899723,3,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0,-0.7553583677644021,0.056925629598153324,-0.5783195912427815,0.16823309678967546,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
0,-1.2447808798291453,-0.6782064688956133,-0.9707253058200509,-0.6585864235908241,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1.3654725178494855,1.530516216171632,2.2684030953563075,1.5819735962787524,5,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1
0,0.22348665636508452,1.3342592306008978,0.7659054599073476,1.3615398694750724,4,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
0,-1.285566089167874,-1.3168732693969856,-0.9992915771325229,-1.3125351864522734,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.4290766930545732,-0.3239459779925085,-0.48410604315354,-0.3534254039354642,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
0,-1.1224252518129596,0.5059882237006805,-0.8346219127714394,0.4913356468704876,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
0,-0.14358022768347295,0.13842217445379726,-0.14642845145367822,0.08761995941470821,3,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
0,-1.285566089167874,0.16669648593432704,-0.9796150412169051,0.16610181347779715,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,-1.2039956704904167,-1.4798663591082732,-0.9825929922803674,-1.4534366942931434,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,1.5693985645431285,-1.5031510862098856,-0.43643676724137637,-1.5437677520953512,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.9592844144580451,-0.4919286520827131,-0.7969011993009165,-0.3682188064520902,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.4274127030587276,1.2145092055068907,0.9872003122677482,1.3398055912406222,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.6313387497523706,0.6174222748298265,0.7047802569676873,0.5339997946123037,5,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
0,-0.2659358556996588,0.7238667415800553,-0.0360016142411418,0.665122674052679,2,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,-0.9592844144580451,-1.4881823330731347,-0.9053868535980109,-1.2740405261401926,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,-1.285566089167874,0.5292729508022932,-0.9748062017218326,0.527472739469675,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0.5497683310749134,-1.5131302549677197,-0.587738740162029,-1.460752041119664,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-1.2447808798291453,-0.09442509656232799,-0.958262029147042,-0.1902961181196976,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,-1.285566089167874,0.3845750038137013,-0.9767253257405085,0.38325590203254956,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.2839020991720282,-0.16095288828122092,0.6860743125097906,-0.1592926061922121,5,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,-0.8369287864418593,0.8785438573264811,-0.52758412868009,0.872543294946629,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1,-1.081640042474231,1.0265681939010178,-0.7573275385020171,1.018970352114592,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,1.0799760524783852,-1.4815295539012454,-0.4514809348360527,-1.4393605915158203,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-1.0408548331355023,0.9700195709399588,-0.7309892157629503,0.8488229010496089,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
1,1.6101837738818572,0.6390438071384664,1.6938129523854428,0.6711600450962877,5,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0
1,-0.6737879490869448,0.461081964290428,-0.47298835918328064,0.3729991010941332,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.30672106503838736,-0.31064041964873,-0.39046602638022454,-0.287700501657692,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.060345819010170096,-0.07446675904666006,-0.006817693819210933,0.06693445467214658,3,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,-1.285566089167874,0.3197104068877806,-0.9775856227143975,0.31860697490556206,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.9184992051193165,1.2377939326085028,-0.5389003427212469,1.3922764646529906,4,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
0,-0.347506274377116,-1.489845527866107,-0.774908479224828,-1.4137908778712514,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.9184992051193165,0.18000204427810534,-0.7121509179244552,0.09034653220335262,3,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1.4878281458656715,-0.37384182178167824,0.6679639582645865,-0.32336576039260095,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,0.9984056338009281,-1.4682239955574667,-0.5168635048516257,-1.5005783546048153,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.7129091684298279,1.2810369972257836,1.2997307616539278,1.320764805261754,5,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
0,-0.18436543702220157,-0.4686439249811007,-0.39862781818378795,-0.5092781871308771,4,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
0,-0.6737879490869448,-0.49026545728974086,-0.6741654976927358,-0.5718698338387592,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.30672106503838736,0.46939793825528964,-0.17133294590292988,0.37098918252640306,5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1,-1.2039956704904167,0.323036796473725,-0.9049897934562158,0.49045155897815257,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1.1615464711558425,1.0515161157956028,1.4926578727727542,0.932323397871465,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
0,-1.2447808798291453,-1.489845527866107,-0.9928944970702704,-1.4915629846500846,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.7536943777685564,-1.5131302549677197,-0.5702680939230501,-1.502711592998278,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1.5693985645431285,0.4211652892590922,1.4488268448979422,0.4516170644116823,4,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
0,-0.5106471117320305,-1.4915087226590795,-0.8313130782564813,-1.478218783025155,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-1.081640042474231,-1.4981615018309686,-0.9491958225760567,-1.384091050238127,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,-1.081640042474231,-1.4865191382801624,-0.9559017271930385,-1.4680794000099395,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.14358022768347295,0.0851999410786831,-0.21584779957750014,-0.09226525160972124,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0.14191623768762732,-1.5414045664482492,-0.7064817814554937,-1.5167963265771425,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
0,-0.18436543702220157,-1.1688489328224487,-0.6616139854326611,-1.2150881772480415,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
0,-1.0408548331355023,0.7188771572011381,-0.7534672315678993,0.607514268293564,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,1.2431168898332998,-1.3534635548423763,-0.296539243948946,-1.2997474865810013,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.6313387497523706,-1.3750850871510167,-0.49279724847949674,-1.3408881614369192,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.6721239590910992,-1.4782031643153006,-0.6129961769595429,-1.5417665471076718,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,-0.22515064636093016,0.5508944831109336,-0.07425174123405787,0.4543513033744787,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.6101837738818572,0.9118077531859275,1.9542182287126488,0.9429480026226716,6,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,-1.285566089167874,0.14174856403974218,-0.979945924668401,0.14123684150587895,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.6101837738818572,-0.37384182178167824,0.6589639283839003,-0.4089236864950081,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0.590553540413642,-0.8395363638139287,-0.21692868551905306,-0.8825651533889326,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,-1.285566089167874,-0.3405779259222318,-0.9863430047306534,-0.3394859499512069,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0.14191623768762732,1.3276064514290082,0.7041626078582285,1.427814956075077,4,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
0,0.4274127030587276,-1.1838176859591996,-0.4704295271583797,-1.2075625993522219,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.22515064636093016,0.6307278331736048,0.00875588729785861,0.6853806602394864,5,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,-0.9592844144580451,0.48769308097798514,-0.6913052604802189,0.5134746811743731,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0.22348665636508452,1.289352971190645,0.7491848161584257,1.328473819028206,4,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1,0.1011310283488987,1.136339050237191,0.5577577100197139,1.2157351636523717,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,1.0799760524783852,1.1696029460966375,1.6519892841163721,1.2397909704346954,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
0,-0.22515064636093016,-1.4815295539012454,-0.7759231884760819,-1.4985620137977356,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1,-1.2447808798291453,-0.6965016116183088,-0.9729091365999234,-0.7406408310981543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.0408548331355023,-1.3767482819439891,-0.9341295960846139,-1.331953545516057,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.14191623768762732,0.1933076026218841,0.09776353575023268,0.1620036977268697,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
0,0.34584228438127035,0.9783355449048204,0.7073170300958219,0.9971174783734185,3,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,-0.7961435771031307,-1.1888072703381165,-0.8528866792940083,-1.2404905240721003,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.551432321070759,-1.4648976059715222,-0.8042026941305909,-1.3355680025946817,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,1.1207612618171139,-0.9044009607398492,-0.0007294383116880688,-0.8866810998132207,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0.6313387497523706,1.0182522199361563,1.0312519291102245,1.0451131073684008,4,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1
1,-1.2039956704904167,0.8702278833616195,-0.882908837793062,1.0435590466201559,2,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0,1.4878281458656715,0.9167973375648447,1.839798731185396,0.9528679652733043,3,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
0,0.4274127030587276,-0.6898488324464196,-0.15840643239782676,-0.6622679814564336,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
0,-0.877713995780588,-0.959286388907936,-0.832835142133362,-0.9379029420753721,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
0,0.5089831217361848,-0.48693906770379614,-0.030354536668946486,-0.5146090266245389,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1.6101837738818572,1.4922627359332683,2.4126021035181835,1.4213684818601349,5,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
1,-1.2447808798291453,0.476050717427179,-0.9341957727749132,0.7139600292590617,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.8369287864418593,-1.4831927486942178,-0.9114089324152347,-1.531070662338799,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,1.4062577271882142,1.578748865167829,2.2491677373760175,1.5046785085988832,5,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0
0,0.18270144702635593,0.9783355449048204,0.5164413963762697,0.9498188489818788,3,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0.2642718657038131,-0.789640520024759,-0.26005382869734084,-0.7054048280815385,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0.34584228438127035,0.32469999126669774,0.35307320692440314,0.3478384785408418,4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,-0.30672106503838736,-0.5534668594226891,-0.439657366169269,-0.43556420165069903,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
0,-1.0000696237967737,0.3745958350558674,-0.7255406682616525,0.5249862422724831,4,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0
0,1.5693985645431285,0.2066131609656624,1.294679274294425,0.288465492449462,4,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,-1.1224252518129596,1.053179310588575,-0.7898202934389061,1.164679087870033,3,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,-0.10279501834474433,0.4793771070131235,0.060329587937672915,0.5308985800524728,4,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
0,0.30505707504254176,0.821995234365422,0.5284414362171848,0.7397781584899036,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0
0,0.8760500057847422,-1.4765399695223285,-0.5535253912773618,-1.5154456367416307,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,1.6101837738818572,1.377502295218178,2.3272121141354973,1.3322459758385654,4,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
0,-0.18436543702220157,1.1795821148544714,0.2244036620860641,1.1628319756664043,4,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
0,-0.5922175304094877,0.6889396509276361,-0.3039069154689195,0.7984088414747991,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0,-1.2447808798291453,-0.6532585470010285,-0.9727326654257923,-0.7340101719056427,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,1.0799760524783852,1.3725127108392614,1.7496440201011698,1.3641720223213412,4,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
0,-0.4290766930545732,-0.45866475622326663,-0.46652510243072903,-0.2933727292032856,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1,1.6101837738818572,-1.3035677110532067,-0.1557152469923274,-1.2592136354458265,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
1,-0.7553583677644021,0.3130576277158912,-0.5268120672932665,0.44470790419171885,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0.7129091684298279,1.1479814137879978,1.2217966793782806,1.2036342106260378,3,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
0,0.6313387497523706,0.16004370676243765,0.32351428525744375,-0.06289767144691101,4,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
0,0.6721239590910992,1.1130543231355785,1.1465537825081322,1.1567087648814833,3,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,-0.18436543702220157,0.6839500665487195,-0.00020002478929464547,0.5600340122900442,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1.4470429365269428,1.031557778279935,1.8586149701271246,1.019311636043618,3,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.7961435771031307,1.1928876731982503,-0.43107645532714417,1.1978068812972347,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
0,-0.877713995780588,0.8086896760216437,-0.5735548695412418,0.8333872431241838,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,-1.2039956704904167,0.3064048485440018,-0.9098648096415876,0.3683369188493985,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1,0.9984056338009281,1.1878980888193331,1.5246212141872497,1.1908585589450278,3,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
0,-1.2039956704904167,0.3363423548175038,-0.9182030726192821,0.15947115428528555,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1.6101837738818572,-1.3019045162602345,-0.1880094718583189,-1.2929194863410933,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,1.5286133552044,0.6390438071384664,1.6276583209830464,0.6807830523708167,5,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0.6721239590910992,0.4793771070131235,0.7112214548234725,0.48907580996201877,4,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,1.4062577271882142,1.4024502171127629,2.140660024182157,1.3829762228975242,4,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
0,0.5497683310749134,-1.4915087226590795,-0.6125108812306823,-1.5012206839087425,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1,1.2839020991720282,0.17667565469216087,0.9664649493073438,0.1699351633234677,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
0,0.18270144702635593,-1.509803865381775,-0.6552169053704088,-1.4298261713576461,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,-1.2447808798291453,0.19497079741485634,-0.9421369756108127,0.41558036559604306,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.7961435771031307,-0.6515953522080562,-0.7773128989723643,-0.8036320934270135,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1.6101837738818572,1.6718877735742794,2.6732500277098206,1.693409693730678,6,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,1.4470429365269428,0.2681513683056386,1.174811229265875,0.26363588490882134,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,-0.7145731584256735,-1.504814281002858,-0.8636955387095382,-1.4160839808419952,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.347506274377116,-1.5081406705888027,-0.8030115137052058,-1.5017852509052063,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,-0.347506274377116,0.8203320395724497,-0.013678010713557565,0.9697238937368762,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
0,-0.22515064636093016,-0.48361267811785147,-0.3877968998714917,-0.4183171203510663,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.8369287864418593,-0.48693906770379614,-0.748503979795462,-0.5109161178242654,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,1.5693985645431285,0.7438250790957229,1.7816294204124319,0.8038591603180957,6,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1.4062577271882142,-1.4665608007644946,-0.38755425200706134,-1.4526697150581886,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
